title,plays
Entrevista con Chapada Diamantina MPB de Ituzaingó,1
@LaInca_ #LaInca - El Humor y la Ideología,1
Grolsch Cortos Efímeros,1
Sebastián Mendizabal coordinador de la orquesta escuela de Florencio Varela con el @riflevarela,1
#BlackAndToc 11/08/2017 - Revistas Anabella Salazar  - #RCV899,1
Rufino Varela. Colegio Champagnat. Denuncia de Abuso.,1
El Semillero (11-08-17),1
El pediatra Luis Agote dialogó con María Julia Oliván en #BORDERPERIODISMO,1
Conocé la historia de Gonzalo y su familia el niño transgenero,1
"Felix Díaz en @cronicanunciada: ""Macri no avanzó en nuestros reclamos""",1
Aliverti y la desaparición de Santiago Maldonado ,1
El Registro Único de Productores Primarios de Santa Fe ¿y un convenio con la CONAE?,1
"Sergio Maldonado: ""Si quieren, dejen todo y lo empiezo a buscar yo""",1
La era influencer: Romina Polnoroff,1
"Gustavo Duran, Ariel y Sebastian Umaña en la Carretera Sport",1
"""El Puente"" con Leopoldo Moreau (12/08/2017)",1
Apertura Gente Sexy 0905,1
El Puente con Leopoldo Moreau - Sábado 12/08/2017,1
La Salud en silencio. Otra consecuencia del ajuste... 1ª parte,1
PACTO DE SILENCIO. CASO SANTIAGO MALDONADO. GENDARMERÍA-GOBIERNO. LA TRAMA SECRETA,1
Pedro Saborido invitado,1
,1
"TAPAR CON DISPARATES. Clarín, TN y el caso Santiago Maldonado",1
"María Coronel, directora de la Escuelita de Famaillá, desde el Juicio por el Operativo Independencia",1
"Editorial Programa: ""Mate Amargo"" (12/08/2017)",1
,1
,1
LA defensoria del Pueblo sobre la la tiza por Santiago Maldonado,1
Editorial RSyF: Santiago Maldonado y los medios,1
"promo de ""Yotivenco""",1
Loli Belotti entrevista a Larry de Clay por el evento por el Garrahan,1
"Fernando Miguel Pepe, antropólogo y la lucha por la memoria junto a los pueblos originarios",1
,1
"#TomayDaca - Sonia Ivanoff, abogada de Jones Huala, sobre la desaparición de Santiago Maldonado",1
 Dame Letra. Programa de literatura conducido por Eugenia Almeida. Radio Universidad 580. 13-8-17,1
"René Favaloro, su vínculo con la dictadura del 76`y el Operativo Aráuz 3ªparte.",1
Entrevista a Claudia Auteri - Artista Plástica,1
"La hora de los magos, domingo 13 de agosto 2017 ",1
Pablo Biró (APLA) - Veni Cuando Quieras - Radio Del Plata,1
,1
Parodiando con Parodi,1
PASO 2017: María Eugenia Vidal en #RadioRivadavia,1
Lucila De Ponti,1
,1
Nico Occhiato en Enlazados ,1
OtrasAlternativas 20170814 Lunes ,1
editorial Roberto Caballero el bochorno del gobierno macrista sobre las P.A.S.O. ,1
Carlos Heller - Caballero de día - Radio Del Plata,1
 #Columna política de  Martín Piqué ,1
Roberto Caballero - Caballero de día - Radio Del Plata,1
Entrevista al doctor Adolfo Casabé médico urólogo - Medicina Sexual Masculina del hospital Durand,1
Mario Secco - Siempre Es Hoy - Radio del Plata,1
#NEP - @ArielBulsicco dialogó con @MoreauLeopoldo - Candidato a Diputado por Unidad Ciudadana,1
#NEP - Hablamos con @RossiAgustinOk - Candidato a Diputado Nacional por Unidad Ciudadana,1
PMET Elecciones: ¿El Conurbano como centro de escena?,1
Fragmento de La Zorra Ilusa leido por Elizabeth vernaci,1
"Fabián Cejas, amplio ganador en las PASO en Correa",1
Editorial de apertura de Carlos Polimeni - Radio del Plata,1
Diego Frenkel - entrevista con Alfredo Rosso en #LaTramaCeleste #AM750,1
Jorge Giacobbe: CFK se convirtió en una fuerza de tercera sección de la provincia de Buenos Aires,1
Entrevista a @javierzanetti - Ex-futbolista - en Salimos Jugando,1
Entrevista a Lito Cruz - Actor y director - en Sin Canas en la Lengua,1
Editorial de Bernarda Llorente 14/8/2017,1
Dr Liurgo y la primera denuncia penal en las PASO,1
black and toc 2,1
Entrevista con Luis Zamora durante la jornada de elecciones,1
"En Isla Maciel se abrió el ""Patio Popular El Hormiguero""  ",1
,1
"""Macri quiere convertirnos en Venezuela y quedarse para siempre"", dice Beatriz Busaniche",1
Andrés Lillini y su experiencia en el fútbol de Rusia,1
"Andrés Lillini: ""Siempre apuestan al mercado sudamericano""",1
PASO en la Argentina,1
Ariel Garbarz - Hablá Por Vos - Radio del Plata,1
"#TonightTonight Hablamos con Facundo Calvo, jugador del @waihekeutd",1
Entrevista a Sergio Fitte  ,1
Cosas que importan: cuando estás con gente más jóven (y pujante) que vos.,1
La negra recuerda a Mariana Briski - Black & Toc - 14/08/2017,1
Taxi a amaestrar ratas,1
8-08-17 - TANGOS EN LA MADRUGADA - FERNANDO DEL PRIORE - LA 2X4,1
Luis Palma Cané en #Contrapunto,1
11-08-17 - TANGOS EN LA MADRUGADA - FERNANDO DEL PRIORE - LA 2X4,1
"Entrevista a Sergio Maldonado, hermano de Santiago",1
"Daniel Salvador en La Mañana del País ""El radicalismo está en vías de recuperación""",1
2017-08-15 El humor de Adrián Stoppelman en La Mañana con Víctor Hugo - Escrutinio bochornozo,1
ESCALERA AL EXITO 14 DE AGOSTO DE 2017 - CON DANIEL LEAL DESDE MIAMI,1
"""La Boleta Única Electrónica es dañina para la democracia"", @beabusaniche",1
PNT Reina Mía en #LaTarde de #La99,1
"Escuchamos a Diana Lenton, antropóloga especialista en genocidio y políticas indígenas.",1
carne sintética,1
Fin de Tour ,1
"Víctor Hugo lee ""Busco entre las miles"" poema de Doliente",1
"Gabriel Zelpo Economista Elypsis: “El mercado interpreta que CFK no tiene los votos para volver""",1
,1
Columna de Raúl Dellatorre #Vencimiento #Lebacs #Dolar,1
Micro SEU - UNR en Radio Universidad - Programa ABC Universidad - Lunes 14 de Agosto de 2017.-,1
Willy Kohan y Beto Valdez en Millenium - Análisis Elecciones PASO,1
,1
Hernan Brienza / A Carrio le gusta jugar a virgen de la patria,1
Nota a Patricia Gavilán,1
Frente utópico para la gente,1
"#LoNormalEsParanormal La columna semanal de Rodrigo García; en vivo, por HCLV ",1
"Nota a Lara Purita, responsable del evento JUVENTEAR - @juventear",1
,1
Una agrupación feminista escrachó al ex legislador Rubén López,1
Padre de un bombero de Iron mountain y su vida en el indec,1
Reflexiones ,1
Luis Machin en La Inmensa Minoria junto a Sietecase,1
"""Frigerio: los resultados con el gobierno de CFK los teníamos al mediodía del día siguiente""",1
Voto electrónico - Javier Esmaldone programador entrevista de Rey,1
Pedro Mansilla Secretario General del Sindicato Obrero y Empleados Municipales #SantaCruz,1
Descabezamiento de la procuración del tesoro de la nación,1
"En Show Attack bailamos ""La Cumbia Del Ahorro"" de Jabón Zorro",1
Escuchá la nota de @bbsanzo con @SebaDeCaro en el #AlmacenDeDiscos de Radio Cantilo 101.9,1
La Lupa Rebelde P 33 T1,1
editorial Paso,1
Neoliberalismo ,1
Entrevista Margarita Meira | “Las víctimas de trata no podemos vivir custodiadas”,1
si no tiene dientes chau ,1
"Walter Britos, Gremio de Municipales Casilda ",1
Cristian Maldonado - Nueva temporada de relaciones carnales (editorial 15-08-17),1
Mauro Valenti en Patologías Culturales (programa completo 12-08-17),1
,1
TUCO TN VS.SANTIAGO MALDONADO,1
#BlackAndToc 15/08/2017 - Ñandutí Store - Eladio me enterraron el Choto - #RCV899,1
"#BlackAndToc 15/08/2017 Fernando Balmayor @cobayotirabomba Whatsapp Suar Araceli, Siciliani y Mazzei",1
,1
Mario del Tránsito Cocomarola,1
#TheresaMay apoyó la autodeterminación de los Kelpers en #Malvinas y reclamó por acuerdo con #Macri,1
Guido Fernández Cornide entrevistado por Maria O'Connel,1
"Julio Cortés, habla de Teatro en la Escuela ",1
GREGORIO MOYANO DE CAJÓN GM EN RADIO LED,1
ENTREVISTA A MERCEDES MARCO DEL PONT,1
"Alejandro Dolina, según Felipe Pigna ( 02/02/2016 )",1
,1
,1
"Abal Medina: ""El principal reclamo es la aparición con vida de Santiago Maldonado""",1
"Eduardo Toniolli: ""Es una política de involución"" @rcaballeroam y @carusopablo",1
Un poco de humor frente al fraude electoral ,1
Nueva experiencia Endeavor,1
ENTREVISTA A DIEGO vALENZUELA,1
"José Luis Ammaturo, presidente de CAMIMA, en Radio Colonia, sobre las PASO",1
Cecilia Nahon -  Siempre es hoy - Radio Del Plata,1
Nacho Ruglio - Sport 890 16/8/2017,1
Paula Carolina Álvarez Carreras - Siempre Es Hoy - Radio del Plata,1
A los botes 16 de agosto,1
Otra Ronda Radio - Entrevista con Los Tramposos - 15 de Agosto de 2017,1
2 son multitud,1
Leonardo Scarone y los precios congelados de Carrefour ,1
"Hablamos con @juanpabloraba, protagonista de la nueva serie bélica de History Channel #Six",1
Intenso oeste,1
La Negra Vernaci saluda a la Gen ,1
PMET |ECONOMÍA POPULAR| Las ferias como intercambio,1
Arturo Jauretche sobre el periodismo ,1
Nota Diabetes / Monitoreo - Radio Continental - Daniel Revol,1
"""El Estado no quiere hacerse cargo de la desaparición de Santiago Maldonado"": @mmlamoyano",1
"Carlos Eliceche, presidente de Brown Puerto Madryn, en @comotevaok",1
,1
Los que el dia nos dejo,1
"CoCine, los martes a las 18,40 hs en radiocaput.com <3 ",1
Intertextualidades entre música y literatura #1 en #ALosBotes por Malén Denis ,1
El editorial de @Bernardallorent sobre la situación de Milagro Sala ,1
Entrevista a Elizabeth Gómez Alcorta en La mañana con @vhmok,1
Oscar Laborde y la visita de Mike Pence,1
"Beatriz Busaniche: ""La gran mayoría de los países que usaron voto electrónico dejaron de usarlo""",1
Cuento Osvaldo Bazán- Jujuy,1
TDTR -TEATRO- Sandra Ferreyra ID de UNGS sobre Farsa de los Ausentes y Walsh: todas las revoluciones,1
Avance siete punto cero,1
,1
La ventanita cientifica,1
,1
Pelis recomendados por Calo,1
,1
,1
La diferencia entre una 'campaña' y un 'programa' de prevención de adicciones,1
"Rodolfo D´onofrio, presidente de River en @JogoBonito2017 por @Late931",1
Sergio Sasia - La Tarde de Del Plata - Radio del Plata,1
Juan Martín Di Salvo / “El Caballero de la Guitarra” ,1
,1
Columna de recomendaciones teatrales - Carolina Kurz,1
"""El juez Gastón Mercau actúa en complicidad con el gobernador Morales""",1
Juan Brunetta en FS,1
"Audio: entrevista con el escritor Juan Arabia, director de la editorial Buenos Aires Poetry",1
Cesar Carignano ( Cañito vale doble),1
Andrea Prodan,1
Diccionario Emocional de Bim,1
Dante Palma @palmadante. Análisis de las elecciones en La tarde de del plata 16/08/2017,1
#VueltaYVuelta La CGT ratificó la movilización del 22 de agosto,1
,1
Entrevista a Rodolfo D'Onofrio,1
Entrevista a Ricardo Darín en TARDE PARA NADA. parte 2,1
Lorenzo Sigaut - Hablá Por Vos - Radio del Plata,1
visita a Homero,1
Garba en la jaula Parte 3 / La Bomba / Yanina / Gasalla - Black & Toc - 15/08/2017,1
,1
Columna de Tecnologia - Destino Caos - Radio Olazabal,1
GEMELO EN SUBVERSIÓN ,1
Columna de @fedebobro de Economía y Derecho Previsional,1
"Un Cuarto Propio, 14/08/2017. Bimbo Godoy",1
,1
"Leopoldo Moreau - “Gendarmería se llevó a Santiago Maldonado y el gobierno se hace el tonto"" ",1
El Tren 16/8/17 Periodismo impuro,1
elizabeth gomez alcorta con maria odonnel,1
El cielo entre los durmientes,1
Gabriel Cocaro nos trae a Elvis Presley a La Casa Invita AM 750,1
"La Zurda Mágica - Entrevista a Monica Santino, fundadora de La Nuestra, organización de futbol femen",1
Parodiando con Parodi,1
"Juan Falú lee la carta que le escribió a su hermano, Luis Falú",1
"Tiramonti: ""La educación religiosa es discriminatoria para el chico que no profesa esa religión""",1
,1
,1
"Santiago Fraschina: ""Con el macrismo llegaron menos inversiones extranjeras que en Venezuela""",1
Entrevista Coderdojo Cordoba,1
,1
País Productivo Programa 21,1
Rubén Pollo Sobrero en Café Diario,1
Abuso en el Colegio Champagnat: desplazan al director pero no lo denunciarán ante la justicia,1
,1
,1
1300 actas irregulares: estarían faltando por lo menos ,1
Santiago Fraschina,1
17/08/17 parte 1 ,1
,1
"@tornilloarqui entrevista al Dr. Luis Cappozzo, experto en Biología Marina. Por @larzradio",1
Espantarrejas 📻 12/ 8. Quinta temporada!,1
"Rodrigo Alvarez‏: ""El 40 % que se habían postulado eran venezolanos"" ",1
Ruperto Godoy en La Mañana del País,1
Héctor Gay en diálogo con LA BRÚJULA 24 FM 93.1,1
"PMET  ""No fue una elección productiva, hubieron muchas mezquindades""",1
Entrevista a NICOLÁS WOLOVICK - Voto Electrónico ,1
Donación de sangre voluntaria,1
#NoticiasMegafon @sergiodesanidad @CgtLomas - #CGT a #PlazaDeMayo #22DeAgosto,1
,1
"Gerardo Morales, Hernán Lombardi y Lino Barañao en Tecnópolis Federal",1
"#Estrenos #Cine: ""Por siempre jóvenes"" y ""Las aventuras del Capitán Calzoncillos"" @luchocine",1
#EntrevistaLU14 Sabrina Roth |  Prensa Tupac Amaru # Dictaron prisión domiciliaria a Milagro Sala,1
Visita del presidente del Banco Mundial,1
Entrevista - Gondwana,1
JPV sobre la final de la recopa R.Madrid-Barcelona ,1
"Casa Rodante, el nuevo disco de Nico Ibarburu en Disco Pi",1
Entrevista a Hugo Yasky,1
"Entrevista al Dr. Fernando J. Luciani, CEO del MAV, sobre ON Simple en El Regreso por Fisherton CNN",1
,1
"Ruperto Godoy:  ""Se llevan por delante a las instituciones. Quieren disciplinar al poder judicial""",1
La mañana con Victor Hugo - Jueves 17 de Agosto,1
,1
Panorama Nacional 17/8,1
,1
 #AparicionYaDeSantiago  @Lauramorales9 @MilciadesPena Ceci @claraoshiro hasta las 13 Suena Feria ,1
,1
Pájaros Tosiendo sobre Juana la Loca y La Hora Balducci,1
Comunicación Política post PASO,1
,1
#EntrevistaLU14 Osvaldo Perez - Candidato a Diputado Nacional por Proyecto Sur Santa Cruz,1
El programa PUNTOS DE VISTA del miércoles 17 de agosto de 2017,1
El programa del PARTIDO OBRERO de este jueves 17 de agosto de 2017,1
Entrevista a María Ibarreta - Actriz - en Mano a Mano con Monserrat,1
#EntrevistaLU14 Rodolfo Tailhade - Diputado Nacional Electo por la Provincia de Buenos Aires,1
"La columna de Fernando Borroni - ""Hubo fraude"" - Jueves 17 de Agosto",1
¿Como puede ser que un pobre vote a Macri?/Conseguimos 15mil votos a Cristina por afuera del sistema,1
"Dahyana Chiaraviglio, enlace programa ATAJO",1
Nicolás Revello Trabajador de Canal 9 #SantaCruz,1
juguetes clap,1
Una mañana tan linda como esta 15/07 Edad Madura Opción 3,1
Suba del dolar JULIO,1
Moira Saade Directora de Estadística de la Secretaría de Turismo de la Provincia | #SantaCruz,1
Fran Taiana en #DDLQV nos cuenta todo sobre el General José de San Martín,1
"Rodolfo Tahilade, categórico en Siempre es hoy",1
Leonardo Roquel Director de Deportes del Municipio de RG #Reapertura #Rocha #RíoGallegos,1
Eduardo Derewiki - Demoliendo Redes - Radio Concepto,1
Programa Rosarinos -27 de agosto de 2016,1
Programa Rosarinos- 20 de agosto de 2016,1
Programa Rosarinos- 13 de agosto de 2016,1
Intro - Película del Tucu con Mario,1
,1
26º programa 2017,1
Arias- Fagiani-Solís-Jujuy,1
Hechos y Derecho 17/08,1
,1
Traffic Center 08/08 RY 3 mañana ,1
"Nota con Dahyana Chiaraviglio, del Min. Público y Fiscal - @QuePretende580 17/08/2017",1
Mishiadura Bailable ,1
Voto electrónico,1
,1
¿Donde esta Santiago Maldonado? hablamos con Julio Saquero de la APDH Chubut.,1
Lito Cruz y Claribel Medina / “Mi querido mentiroso”,1
Rodolfo Tailhade en NCN Radio,1
Profesor Marcelo Larraquy - El sable de San Martín entrevistado en Metro y Medio,1
"Fernando Arancón, analista del sitio El Orden Mundial en el Siglo XXI sobre el Atentado en Barcelona",1
,1
"Columna de Novedades y Recomendaciones Literarias, por Patricia Díaz Bialet 17/08/17",1
Edu y Marisa piden tanguito,1
Reverte y los atentados de Barcelona,1
Isabel De ROLANDO ,1
"José NATANSON: ""El macrismo es una derecha democrática no noventista""",1
Teresa García explica nuevas irregularidades que detectaron en las elecciones,1
Polémica por los juegos en la plaza del Palihue en LA BRÚJULA 24 FM 93.1,1
Comienza el mundial del asado ,1
Eduardo Freiler - Siempre es hoy - Radio Del Plata,1
,1
Bloque Metralleta con Nico Brondo,1
"Gabriela Lebenas ""La Casa Ronald es su casa mientras tengan q' transitar el tratamiento de los niño""",1
Entrevista a Sebastián Uchitel sobre voto electrónico,1
Editorial de apertura de Carlos Polimeni - Radio del Plata,1
Matias Furio (Presidente de la Camara Argentina del Juguete) ,1
,1
Entrevista a Gerardo Coronado (ATE Comodoro Rivadavia) ,1
"José Natanson (Director de Le Monde Diplomatique, Edición Argentina) sobre lo novedoso del macrismo ",1
Marcha peronista,1
Oche Califa - Demoliendo Redes - Radio Concepto,1
Carlos Ziehlke Titular del Anses Regional | #ReparaciónHistórica ,1
,1
@Maxdelupi nos explica que pasa hoy en día con los SIM en los boliches,1
2017-08-18 PELOTA AL MEDIO - Serafín Dengra ex jugador de los Pumas,1
Dulces y Amargos- 2da parte 18-08-2017,1
Claudio Carretero - La Tarde de Del Plata -  Radio del Plata,1
Gustavo Di Marzio - La Tarde de Del Plata - Radio del Plata,1
Fernando Alvarez de Célis,1
La capsula - Dos Pelados,1
,1
Osvaldo Boffelli en Siempre al Diez,1
"Alejandro Fabbri, sobre el voto a Cambiemos: ""Se da la paradoja que la gente vota contra sí misma""",1
#CódigoS | Anomalías y Eventos en la #SantaCruz la #Patagonia y el #Mundo | 11/08/2017,1
#CódigoS | Anomalías y Eventos en la #SantaCruz la #Patagonia y el #Mundo | 18/08/2017,1
Taxi a ver a Chano,1
Voz de los Mapuches - ¿Quienes son y que están viviendo?,1
".@juanabalmedina en @ronicanunciada: ""No hay posibilidad alguna que Randazzo baje su candidatura""",1
Hernán Letcher - PASO 2017 - La Mañana de Radio Atilra,1
entrevista con Any ventura y Hugo Paredero,1
Martín Rodríguez en Gente de a pie 19-08-2017,1
El Puente con Leopoldo Moreau - Sábado 19/08/2017,1
La educación como mercado internacional,1
"Entrevista a Andy Freire en ""El Lobby"" - Ser emprendedor",1
Hector Recalde en Mate amargo./ radio del plata,1
"Por rojo, por maricón....",1
Legalizacion de Marihuana Uruguay,1
Entrevista al Dr. Juan Andres Pisarello sobre el caso de Barrio 88,1
Está en nosotros. Lo mejor del folklore y la musica nacional. Con Carlos Carrizo. Vie 18 agosto,1
Tarde para nada Maria O donell y Tenembaum,1
Buenos Vecinos entrevista a profesionales de La Balsa ,1
Columna semanal de Daniel Bilotta en El lunes puede esperar,1
16-08-17 - TANGOS EN LA MADRUGADA - FERNANDO DEL PRIORE - LA 2X4,1
"Aliverti, ""Que carajo vota la gente""",1
"Eduardo Aliverti, Beto Quevedo, Eduardo Mocca ""parte 1""",1
Venezuela en Chalet,1
ROCK QUE ME HICISTE BIEN,1
Calori Recomienda Peliculas,1
,1
LAS PALABRAS Y EL SILENCIO. ELEGIR EL MALESTAR,1
Entrevista con José Luis Espert - Economista,1
Fallido de Adrián Perez,1
Presentamos el libro El Camino Del Jedi en @starwarsxdentro por @rlaotra,1
,1
Diego Capusotto: ¡por fin!,1
Entrevista al cuidador Roberto Pellegata en La Voz del Turf 20/08/2017,1
EL ORIGEN Y LA REALIDAD DEL MOVIMIENTO LA PODEROSA  por NACHO LEVY,1
